Dige,Digə
sana,sana
esse,eşşə
ssek,şşək
kled,kləd
yile,yilə
lenl,lənl
sinf,sinf
infi,infi
nfin,nfin
mehb,məhb
ehbu,əhbu
hbub,hbub
bubu,bubu
cirk,çirk
irki,ırkı
rkin,rkın
yiq-,yıq-
iq-i,ıq-i
Mehe,Məhə
buba,buba
perd,pərd
guzg,güzg
meca,məca
ecaz,ecaz
cazi,cazi
bubt,bubt
ubta,ubta
btan,btan
qiqi,qiqi
llug,lluğ
32.1,32.1
qcus,qçus
celi,cəli
ezif,əzif
zife,zifə
ifey,ifəy
feye,fəyə
Hoku,Höku
can-,can-
an-T,an-T
n-Tu,n-Tü
-Tur,-Tür
xumc,xumç
umcu,ümçü
mcul,mçül
uluq,uluq
rtaq,rtaq
zaml,zaml
mlan,mlan
Prot,Prot
roto,roto
otok,otok
toko,toko
okol,okol
sefi,səfi
efir,əfir
firi,firi
Bagi,Bağı
Serd,Sərd
erda,ərda
alad,alad
ilah,ilah
lahl,lahl
asqi,aşqı
sqin,şqın
ezas,əzas
xunu,xunu
unul,unul
nulm,nulm
lmaz,lmaz
mazd,mazd
mesh,məşh
eshu,əşhu
shur,şhur
rlas,rlaş
regb,rəğb
egbe,əğbə
gbet,ğbət
zanm,zanm
Rock,Rock
iqis,iqis
qisi,qisi
xini,xini
isam,ışam
fesa,fəsa
sera,şəra
erai,ərai
rait,rait
anar,anar
pozg,pozğ
ozgu,ozğu
unlu,unlu
nlug,nluğ
iyre,iyrə
yren,yrən
renc,rənc
mell,məll
ekec,əkəc
ceks,cəks
ksen,ksən
beya,bəya
noke,nökə
oker,ökər
kerl,kərl
lutf,lütf
taps,tapş
apsi,apşı
psin,psin
cunk,çünk
fund,fund
ndam,ndam
dame,dame
ntal,ntal
qopa,qopa
opar,opar
arib,arib
glad,ğlad
konu,könü
onul,önül
null,nüll
usuq,uşuq
das-,daş-
as-b,aş-b
s-ba,ş-ba
-bac,-bac
ariq,arıq
elve,əlve
lver,lver
TRZ-,TRZ-
RZ-l,RZ-l
Z-le,Z-lə
alas,alaş
tdin,tdin
tmed,tməd
xind,xind
nmay,nmay
yaci,yacı
Kabi,Kabi
inet,inet
1996,1996
996-,996-
96-c,96-c
rixl,rixl
ixli,ixli
pese,peşə
ese-,eşə-
se-i,şə-i
e-ix,ə-ix
ddi-,ddi-
di-t,di-t
i-te,i-te
zeif,zəif
muas,müas
lise,lise
isey,isey
tatu,tatu
atus,atus
tusu,tusu
zilc,zılc
ilcu,ılcu
lcux,lcux
ezel,əzəl
ebiy,əbiy
biye,biyə
huru,hürü
derh,dərh
erha,ərha
rhal,rhal
atro,atro
trof,trof
rofi,rofi
ofiy,ofiy
rakc,rakç
Qeyd,Qeyd
Qafq,Qafq
afqa,afqa
fqaz,fqaz
qazd,qazd
azda,azda
teat,teat
1848,1848
848-,848-
48-c,48-c
mehz,məhz
usad,uşad
sada,sada
Ayir,Ayır
spli,spli
plit,plit
litt,litt
itte,itte
tter,tter
urax,urax
raxi,raxı
zamn,zamn
amna,amna
mnam,mnam
name,namə
"150,","150,"
"50,0","50,0"
hmde,hmdə
Mode,Mode
oder,oder
dern,dern
Cumh,Cümh
umhu,ümhu
mhur,mhur
huri,huri
Form,Form
Giri,Giri
aric,aric
Poli,Poli
olis,olis
reis,rəis
eisi,əisi
ACIQ,AÇIQ
CIQL,ÇIQL
IQLA,IQLA
QLAM,QLAM
LAMA,LAMA
hluk,hlük
luke,lükə
ukes,ükəs
uz-u,üz-ü
z-uz,z-üz
-uze,-üzə
guve,güvə
uven,üvən
nire,nirə
zerf,zərf
erfo,erfo
rfon,rfon
ihen,ihən
heni,həni
sizi,sizi
arag,arağ
ragi,rağı
vves,vvəs
isac,ışac
saca,şaca
fdas,fdaş
zebl,zəbl
blen,blən
nend,nənd
goyu,göyü
sars,sars
Casi,Çaşı
Anti,Anti
nti-,nti-
ti-a,ti-a
i-ar,i-ar
-arm,-arm
arme,arme
enia,enia
hake,hake
aker,aker
tana,tana
kibe,kibe
iber,iber
hucu,hücu
ucum,ücum
yilm,yılm
emma,əmma
mmam,mmam
mame,mamə
amel,aməl
engl,əngl
ngli,ngli
Ruve,Ruve
venl,vənl
enli,ənli
Qadl,Qadl
dlil,dlıl
Mena,Mena
enas,ənas
nass,naşş
ebil,əbil
lxan,lxan
qili,qılı
ormu,örmü
rmus,rmüş
qirx,qırx
dord,dörd
ltmi,ltmı
Film,Film
ilmd,ilmd
lmde,lmdə
kord,kord
konf,konf
onfl,onfl
nfli,nfli
likt,likt
iktd,iktd
ktde,ktdə
behs,bəhs
denl,dənl
alca,alça
lcal,lçal
cald,cald
ldar,ldar
yeks,yeks
eksa,eksa
ksan,ksan
rifa,rifa
ifah,ifah
fahi,fahi
yiye,yiyə
iyel,iyəl
nevi,nəvi
yacl,yacl
acla,acla
lmin,lmin
Dusm,Düşm
menl,mənl
soyd,soyd
oyda,oyda
ydas,ydas
payl,payl
ylay,ylay
lkem,lkəm
Dili,Dili
mahi,mahi
slic,şlıc
lica,lıca
unsi,ünsi
Cama,Cama
amaa,amaa
maat,maat
zley,zləy
Paul,Paul
aulu,aulu
isec,işəc
en-b,ən-b
n-bi,n-bi
bire,birə
yixi,yıxı
olec,öləc
rlen,rlən
erfi,ərfi
Sert,Sert
Cava,Cava
mumk,mümk
umku,ümkü
mkun,mkün
tale,tale
aley,aley
izid,ızıd
azib,azıb
Vezi,Vəzi
ifed,ifəd
su'i,su’i
u'is,u’is
'ist,’ist
cekl,cəkl
liyl,liyl
peku,peku
kula,kula
Vikt,Vikt
ikto,ikto
Koze,Koze
ozen,özən
zeny,zeny
enya,enya
satt,satt
atti,atti
ttir,ttir
sqas,şqas
qasi,qası
opal,opal
pali,palı
suur,şüur
uura,üura
ural,ural
ralt,ralt
selm,səlm
terr,terr
erro,erro
rror,rror
rorc,rorç
obra,obra
braz,braz
Anas,Anas
dogd,doğd
ogdu,oğdu
gdum,ğdum
Yabe,Yabe
abes,abes
qoym,qoym
oymu,oymu
ymus,ymuş
Esit,Eşit
dasa,daşa
Qars,Qarş
rsid,rşıd
sida,şıda
UDM-,ÜDM-
DM-i,DM-i
M-in,M-in
ikiq,ikiq
kiqa,kiqa
riri,riri
Hadi,Hadi
meze,məzə
film,film
Biza,Biza
izan,izan
zans,zans
qina,qına
qova,qova
ovan,ovan
monq,monq
onqo,onqo
nqol,nqol
qoll,qoll
tlan,tlan
mecb,məcb
ecbu,əcbu
cbur,cbur
buri,buri
Secd,Seçd
ecde,əcdə
cdeg,cdəg
dega,dəga
egah,əgah
gahl,gahl
buxu,buxu
uxur,uxur
qurb,qurb
bang,bang
anga,anga
ngah,ngah
eyem,əyəm
butl,bütl
devi,devi
vire,virə
eyit,eyit
yitl,yitl
sere,şərə
32.2,32.2
uvef,üvəf
veff,vəff
ffeq,ffəq
feqi,fəqi
eqiy,əqiy
qiyy,qiyy
vicd,vicd
icda,icda
cdan,cdan
danl,danl
bosa,boşa
osal,oşal
ifen,ifən
tekr,təkr
ekra,əkra
krar,krar
torl,torl
Suni,Süni
ayal,ayal
nmad,nmad
gulm,ğulm
kuce,küçə
ucel,üçəl
suni,süni
nman,nman
ebal,əbal
bali,balı
nama,nama
qilm,qılm
tehe,təhə
haqd,haqd
mesc,məsc
esci,əsci
scid,scid
idde,iddə
moiz,moiz
oize,oizə
Aviy,Aviy
viya,viya
qirg,qırğ
irgi,ırğı
qoca,qoca
glas,ğlaş
asig,aşığ
sigm,sığm
igma,ığma
gmaz,ğmaz
vehs,vəhş
Beli,Bəli
Read,Read
more,more
117.,117.
17.1,17.1
Geol,Geol
oji-,oji-
ji-k,ji-k
i-ke,i-ke
-kes,-kəş
kesf,kəşf
esfi,əşfi
sfiy,şfiy
llen,llən
114-,114-
Bolm,Bölm
Acar,Açar
dezi,dezi
zinf,zinf
infe,infə
nfek,nfek
feks,feks
aetl,aətl
Diab,Diab
iabe,iabe
karb,karb
arbo,arbo
rboh,rboh
bohi,bohi
ohid,ohid
hidr,hidr
idra,idra
drat,drat
lall,lall
zulu,zülü
ozlu,özlü
Konu,Könü
se'r,şe'r
yaza,yaza
cles,cləş
aza-,aza-
za-y,za-y
a-ya,a-ya
-yaz,-yaz
Hemc,Həmç
lah-,lah-
ah-t,ah-t
h-ta,h-ta
-taa,-taa
taal,taal
aala,aala
vasv,vasv
asva,asva
svas,svas
ilig,ılığ
inam,inam
amay,amay
acag,acağ
htim,htim
vesv,vəsv
sves,svəs
vese,vəsə
nans,nans
Reye,Reye
yest,yest
ydiy,ydiy
xdiq,xdıq
rclu,rclu
clud,clud
ludu,ludu
Yara,Yara
adic,adıc
muhu,mühü
uhum,ühüm
ynam,ynam
Yasi,Yaşı
agac,ağac
gaci,ğacı
acin,acın
cina,cina
nzer,nzər
Daim,Daim
aima,aima
eciy,əciy
ciyy,ciyy
yyev,yyəv
yevi,yevi
bizn,bizn
rate,rate
ateg,ateg
tegi,tegi
egiy,egiy
leml,leml
emle,emlə
Kecm,Keçm
nlik,nlik
okme,ökmə
kmen,kmən
eyik,əyik
ARDN,ARDN
RDNS,RDNŞ
DNS-,DNS-
NS-d,NS-d
S-de,S-də
ricd,ricd
icde,icdə
Teqa,Təqa
eqau,əqaü
qaud,qaüd
Proq,Proq
nliq,nlıq
rand,rand
dika,dika
kato,kato
irac,ırac
ecem,əcəm
PRES,PRES
RESS,RESS
ESS-,ESS-
SS-i,SS-i
S-in,Ş-ın
uati,uatı
stin,stin
aden,adən
mata,mata
futb,futb
utbo,utbo
tbol,tbol
ostu,ostu
tuna,tuna
ized,izəd
zedl,zədl
gozd,gözd
ozde,özdə
sebi,səbi
Turi,Turi
lkey,lkəy
dil-,dil-
il-u,il-ü
l-un,l-un
-uns,-üns
rekr,rekr
ekre,ekre
krea,krea
reas,reas
easi,easi
ursl,ursl
rsla,rsla
teqs,təqs
eqsi,əqsi
qsir,qsir
yoxd,yoxd
durm,durm
urmu,urmu
silz,silz
ilza,ilza
lzad,lzad
yaql,yaql
Budl,Budl
heyk,heyk
eyke,eykə
ykel,ykəl
kelt,kəlt
elte,əltə
onub,önüb
ceva,cəva
evah,əvah
ahir,ahir
hire,hirə
nzey,nzəy
r-tr,r-tr
-tre,-tre
inqd,inqd
nqde,nqdə
muze,muze
ledc,lədç
edci,ədçi
dcil,dçil
esek,eşək
seka,şəka
ekar,əkar
prak,prak
ktik,ktik
todi,todi
odik,odik
klik,klik
1256,1256
256-,256-
6-13,6-13
-135,-135
1357,1357
357-,357-
57-c,57-c
Hula,Hüla
ulak,ülak
Elxa,Elxa
evit,evit
vitt,vitt
takt,takt
kali,kalı
davr,davr
avra,avra
vran,vran
nard,nard
Eyni,Eyni
munt,münt
unte,üntə
ntez,ntəz
isbe,isbə
omur,ömür
nunv,nunv
unve,unve
nver,nver
Texn,Texn
nziy,nziy
Hazi,Hazı
zird,zırd
irda,ırda
rlaq,rlaq
sik-,sik-
ik-s,ik-s
k-si,k-si
-sin,-sin
sint,sint
inta,inta
ntak,ntak
morf,morf
orfo,orfo
rfol,rfol
folo,folo
Ital,İtal
taly,taly
alya,alya
lyan,lyan
Komm,Komm
unis,unis
qisu,qişü
isun,işün
Luid,Luid
uidc,uidc
idci,idçi
Pest,Pest
esta,esta
stal,stal
talo,talo
alot,alot
lots,lots
otsa,otsa
Gemi,Gəmi
veki,vəki
Ceti,Çəti
Bize,Bizə
Dord,Dörd
Isha,İsha
shaq,shaq
seks,seks
taba,taba
leba,ləba
ebat,əbat
miqy,miqy
iqya,iqya
qyas,qyas
lbet,lbət
bett,bətt
ette,əttə
sule,sülə
tkil,tkil
tida,tida
gurd,ğurd
sual,sual
neld,nəld
rpas,rpas
pasi,pası
Fery,Fəry
2013,2013
013-,013-
13-c,13-c
muha,müha
irey,irəy
reye,rəyə
caql,caql
efde,əfdə
fden,fdən
valy,valy
alyu,alyu
lyut,lyut
yuta,yuta
utan,utan
korr,korr
orre,orre
rrek,rrek
reks,rəks
budc,büdc
udce,üdcə
dces,dcəs
nsfe,nsfe
sfer,sfer
fert,fert
qena,qəna
enae,ənaə
naet,naət
urer,ürər
rers,rərs
durs,durs
urse,ürsə
rsem,rsəm
bize,bizə
Yehu,Yəhu
huda,huda
Rexa,Rexa
xava,xava
fine,finə
alqd,alqd
lqda,lqda
iciy,içiy
ciyi,çiyi
cira,çıra
irag,ırağ
agim,ağım
gima,ğıma
Ordu,Ordu
rdul,rdul
soba,soba
deka,deka
ekab,ekab
kabr,kabr
2015,2015
015-,015-
15-c,15-c
PR-i,PR-ı
R-id,R-ıd
-ida,-ida
nzed,nzəd
sica,şıca
ican,içan
cana,cana
Sica,Siça
Here,Hərə
eres,ərəs
xtdi,xtdı
ores,örəs
Gizi,Gizi
Zali,Zalı
limo,limo
koma,koma
oman,oman
xsen,xsən
hava,hava
aval,aval
vali,vali
Kurs,Kurs
Radi,Radi
adio,adio
Jurn,Jurn
Ayla,Ayla
Saat,Saat
Sesi,Səsi
dios,dios
iosu,iosu
zana,zana
anac,anac
caqs,caqs
aqsi,aqsı
qsin,qsın
turl,turl
sasa,sasa
sart,sart
Stra,Stra
atej,atej
teji,teji
Mark,Mark
hala,hala
Soyd,Soyd
sayc,sayc
ucab,ucab
cabo,cabo
aboy,aboy
boyd,boyd
ydur,ydur
goye,göyə
cata,çata
hasa,hasa
Anaq,Anaq
qlil,qlıl
rduk,rdük
eye-,əyə-
ye-d,yə-d
e-de,ə-de
-dey,-dey
oyma,oyma
ymad,ymad
Tees,Təəs
eess,əəss
essu,əssü
ssuf,ssüf
layn,layn
mirl,mirl
zliy,zliy
26-c,26-c
ildo,ildö
ldon,ldön
onum,önüm
esm-,əsm-
sm-s,sm-s
m-se,m-sə
-ser,-şər
Dusu,Düşü
sunc,şünc
nced,ncəd
uhak,ühak
kime,kimə
imel,imel
nidi,nıdı
idiq,ıdıq
riyl,riyl
iyla,ıyla
oz-o,öz-ö
z-oz,z-öz
-ozl,-özl
zluy,zlüy
luyu,lüyü
yund,yund
qurd,qurd
fant,fant
anta,anta
ntaz,ntaz
tazi,tazi
debd,dəbd
lsay,lsay
Knya,Knya
nyaz,nyaz
Asla,Asla
lark,lark
penc,pənc
ncer,ncər
ered,ərəd
atic,atıc
tici,tıcı
Inve,İnve
ekvi,ekvi
kviv,kviv
viva,viva
ival,ival
vale,vale
alen,alen
rib-,rıb-
ib-v,ib-v
b-ve,b-ve
-ver,-ver
ndig,ndığ
rsus,rşus
susu,susu
qovd,qovd
Togl,Toğl
taxi,taxı
ordd,ördd
rdde,rddə
yogr,yoğr
grul,ğrul
fani,fanı
nari,narı
qill,qill
refe,rəfə
efes,əfəs
fesi,fəsi
ades,adəs
Asib,Aşıb
ib-y,ıb-y
b-yi,b-yı
-yix,-yıx
inal,inal
Gore,Görə
ndim,ndim
Must,Must
Bild,Bild
link,link
Vech,Vech
echt,echt
chta,chta
gurc,gürc
kses,kses
ebie,əbiə
biet,biət
ieti,iəti
alsa,alsa
lsaq,lsaq
nlam,nlam
ceti,çəti
herc,hərc
erce,erçə
rcen,rçən
cend,çənd
olif,olif
lifo,lifo
ifon,ifon
unsu,unsu
nsur,nsür
surl,surl
varl,varl
subh,şübh
ubhe,übhə
bhes,bhəs
SOCA,SOCA
OCAR,OCAR
CAR-,CAR-
AR-d,AR-d
R-da,R-da
Sevd,Sevd
evdi,evdi
vdiy,vdiy
buke,buke
uket,uket
hedi,hədi
Buke,Buke
rdin,rdin
doll,doll
girm,girm
rmem,rməm
soyl,söyl
yled,yləd
Uzaq,Uzaq
zaql,zaql
cdiq,çdıq
yaxa,yaxa
axal,axal
lurd,lurd
vabi,vabı
muxb,müxb
uxbi,üxbi
xbir,xbir
Misi,Misi
sirl,sirl
rlil,rlil
rxub,rxub
xint,xınt
esar,əsar
sare,sarə
Olav,Olav
lavi,lavi
Yoll,Yoll
mars,marş
arsr,arşr
rsru,rşru
srut,şrut
Hans,Hans
Mort,Mort
orte,orte
rten,rtən
Lovr,Lovr
ovro,ovro
vrod,vrod
miqr,miqr
uhar,ühar
hari,hari
ibel,ibəl
ISES,ISES
SESC,SESC
ESCO,ESCO
usum,üsum
ehmi,əhmi
yukd,yükd
ukdu,ükdü
kdur,kdür
diym,diym
iymi,ıymı
ymiz,ymiz
Sams,Sams
amsu,amsu
msun,msun
sung,sung
Avto,Avto
jimd,jimd
yang,yanğ
angi,anğı
gins,ğıns
inso,ınsö
nson,nson
sond,sönd
funk,funk
unks,unks
nksi,nksi
Daya,Daya
aniq,anıq
niql,nıql
iqli,ıqlı
Meqs,Məqs
rtal,rtal
seye,səyə
Coxs,Çoxs
sayl,sayl
idli,idli
dlik,dlik
1905,1905
905-,905-
05-1,05-1
5-19,5-19
-190,-190
1907,1907
1918,1918
918-,918-
18-1,18-1
8-19,8-19
-192,-192
1920,1920
1948,1948
948-,948-
48-1,48-1
1953,1953
953-,953-
53-c,53-c
mizl,mizl
de-b,də-b
e-ba,ə-ba
zorl,zorl
Muva,Müva
iete,iətə
Yolc,Yolç
Sahs,Şahs
hsev,hsev
seve,sevə
even,evən
nlin,nlin
nins,nıns
inse,insə
irxi,ırxı
vlen,vlən
nmem,nməm
17.4,17.4
axsa,axşa
xsam,xşam
dipl,dipl
nisq,nişq
isqa,ısqa
sqah,şqah
qahi,qahı
hina,hına
Esav,Esav
icdi,içdi
quba,quba
satd,satd
Batu,Batu
atum,atum
tumi,tumi
tanl,tanl
AR-G,AR-G
R-Ge,R-Ge
-Geo,-Geo
Geor,Geor
eorg,eorg
orgi,orgi
rgia,rgia
Hese,Həsə
seno,səno
enov,ənov
leka,leka
mai-,mai-
ai-s,ai-s
i-si,i-si
-siy,-siy
gerg,gərg
iri-,iri-
ri-b,ri-b
i-bi,i-bi
vluy,vlüy
niyi,nıyı
iyir,ıyır
Basi,Başı
deys,dəys
eysi,eysi
ysin,ysin
qons,qonş
nsul,nsul
Deri,Dəri
ldin,ldin
Leyl,Leyl
eyla,eyla
yeva,yeva
kati,katı
danc,danç
ncas,nças
casi,çası
remz,rəmz
emzi,əmzi
sdil,şdıl
iteb,itəb
teba,təba
eban,əban
koll,koll
olle,olle
llek,llek
banl,banl
ucal,ucal
abid,abid
bide,bidə
ides,idəs
dibl,dibl
Iman,İman
goyl,göyl
umid,ümid
midd,midd
deyn,deyn
eynl,eynl
ynle,ynlə
lifd,lifd
ifdi,ifdi
fdir,fdir
Adla,Adla
isim,isim
skiz,skiz
kiz-,kiz-
iz-t,iz-t
z-te,z-te
cden,cdən
ETI-,ETİ-
TI-d,Tİ-d
I-de,İ-də
peri,peri
rime,rimə
imen,imen
emat,emat
atik,atik
psir,pşır
irig,ırığ
Sovx,Sovx
ovxo,ovxo
vxoz,vxoz
xozl,xozl
xali,xali
erev,ərəv
reve,rəvə
vezc,vəzç
ezci,əzçi
zcil,zçil
Ifra,İfra
frat,frat
rata,rata
emos,emos
mosi,mosi
osiy,osiy
qerq,qərq
rumd,rumd
umda,umda
sikl,şikl
Mebe,Məbə
basd,basd
asda,aşda
dan-,dan-
an-b,an-b
n-ba,n-ba
-bas,-baş
virl,virl
zenm,zənm
14:2,14:2
4:29,4:29
ndem,ndəm
NeZe,NƏZƏ
eZeR,ƏZƏR
ZeRI,ZƏRİ
eRIN,ƏRİN
RINe,RİNƏ
vtov,vtov
tova,tova
ovag,ovağ
vagz,vağz
agza,ağza
gzal,ğzal
zali,zalı
Oxuy,Oxuy
lmi-,lmi-
mi-p,mi-p
i-pe,i-pe
-ped,-ped
peda,peda
daqo,daqo
aqoj,aqoj
qoji,qoji
quca,quca
ucag,ucağ
slik,slik
done,dönə
Axma,Axma
yats,yatş
vene,vənə
edeb,ədəb
debi,dəbi
biyy,biyy
XIX-,XIX-
IX-X,IX-X
X-XX,X-XX
onoq,onoq
noqr,noqr
nesr,nəşr
esri,əsri
srin,srin
Fuyu,Füyu
uyuz,üyuz
yuza,yuza
uzat,uzat
muga,muğa
ugam,uğam
cluy,cluy
adar,adar
dard,dard
olik,olik
heki,həki
ekim,əkim
Arzu,Arzu
mira,mira
rasl,rasl
lano,lano
anov,anov
Bizi,Bizi
mant,mant
inag,ınağ
tebd,təbd
Bolo,Bolo
olon,olon
loni,loni
oniy,oniy
01.0,01.0
1.07,1.07
.07.,.07.
07.2,07.2
7.20,7.20
2011,2011
2039,2039
0399,0399
3991,3991
qacq,qaçq
esku,əsku
kunl,kunl
mesa,məsa
esaf,əsaf
safe,safə
afey,afey
tesn,təsn
esni,əsni
snif,snif
nifa,nifa
ifat,ifat
atle,atle
tlet,tlet
Yele,Yele
lena,lena
Ceba,Çeba
banu,banu
Atar,Atar
Yaba,Yaba
banc,banç
tila,tıla
meml,məml
mlek,mlək
ixmi,ıxmı
xmis,xmış
fqas,fqas
qasy,qasy
asya,asya
uhac,ühac
haci,haci
cirl,cirl
tiql,tiql
qlal,qlal
efka,əfka
fkar,fkar
kari,karı
ari-,arı-
i-um,i-üm
-umu,-ümu
nlat,nlat
latm,latm
tmak,tmak
makd,makd
akda,akda
kdad,kdad
avim,avim
vime,vimə
imet,imət
azsa,azsa
zsay,zsay
ruhd,ruhd
uhda,uhda
smem,şməm
rlid,rlid
ilol,ilol
lolo,lolo
oloq,oloq
loql,loql
tnoq,tnoq
rafl,rafl
afla,afla
flar,flar
Lenk,Lənk
enke,ənkə
nker,nkər
kera,kəra
eran,əran
iqiy,iqiy
qiye,qiyə
odey,ödəy
eyic,əyic
sab-,sab-
ab-f,ab-f
b-fa,b-fa
-fak,-fak
aktu,aktu
elax,Əlax
laxs,laxs
axsu,axsu
tabl,tabl
Tica,Tica
zirk,zırk
qlob,qlob
loba,loba
obal,obal
ovrd,övrd
vrde,vrdə
tutl,tutl
ulec,üləc
xtir,xtir
iral,ıral
unev,unəv
mi-i,mi-i
vudd,vudd
udda,udda
ddan,ddan
orxd,orxd
rxdu,rxdu
mrun,mrün
jime,jimə
Tedq,Tədq
uald,uald
Adji,Adji
djid,djid
rklu,rklü
kluy,klüy
yoru,yoru
yolc,yolç
lcus,lçüs
orur,örür
rurd,rürd
Turb,Türb
urbe,ürbə
rben,rbən
beni,bəni
Mede,Mədə
Irsi,İrsi
Qoru,Qoru
Berp,Bərp
rber,rbər
Layi,Layi
efeq,əfəq
lduz,lduz
ocaq,ocaq
cild,çıld
eliq,əliq
liqu,liqu
iquq,iquq
Qaca,Qaca
tees,təəs
sufl,süfl
ufle,üflə
Simo,Şimo
imon,imon
sird,sird
Gune,Günə
seth,səth
ethi,əthi
hama,hama
i-be,i-bə
-ber,-bər
ylan,ylan
okea,okea
kean,kean
eanl,eanl
thin,thin
qizm,qızm
izma,ızma
zmas,zmas
Xusu,Xüsu
dimc,dımç
lasl,lasl
nlan,nlan
usav,üşav
savi,şavi
avir,avir
ired,irəd
nitq,nitq
itqi,itqi
lced,lcəd
dcen,dcən
alql,alql
lqla,lqla
rdun,rdün
miti,miti
raka,raka
heck,heçk
ckim,çkim
tehd,təhd
hdid,hdid
fone,fone
T-sa,T-sa
-sam,-sam
sami,şamı
amit,amit
abru,abru
brup,brup
rupt,rupt
upti,upti
ptiv,ptiv
nema,nema
oppo,oppo
ppoz,ppoz
ozis,ozis
1983,1983
983-,983-
83-c,83-c
Bolu,Bölü
doyd,doyd
dura,dura
caga,cağa
agam,ağam
tulu,tulu
Yoxs,Yoxs
kole,kölə
Gede,Gədə
debe,dəbə
ebey,əbəy
nene,nənə
seyy,səyy
eyya,əyya
yyar,yyar
tezl,tezl
kriz,kriz
rizi,rizi
tunl,tünl
nluk,nlük
lukl,lükl
okus,okus
Amer,Amer
meri,meri
rika,rika
Arma,Arma
mage,mage
aged,aged
gedd,gedd
eddo,eddo
ddon,ddon
Norm,Norm
iv-h,iv-h
v-hu,v-hü
-huq,-hüq
Aute,Aute
uten,ütən
ntif,ntif
nsil,nsıl
alal,alal
lali,lalı
sigi,şığı
Bank,Bank
utal,utal
rdak,rdak
xecl,xecl
ecle,əclə
skin,skin
kini,kini
tuta,tuta
rqey,rqey
Pavl,Pavl
avle,avlə
lenk,lenk
enko,enko
GAME,GAME
AMES,AMES
neyi,nəyi
zlic,zlic
tmez,tməz
2.1.,2.1.
.1.5,.1.5
aray,aray
2004,2004
004-,004-
04-c,04-c
DAK-,DAK-
AK-i,AK-ı
K-in,K-in
rult,rult
ulta,ulta
ltay,ltay
tayl,tayl
Heft,Həft
efte,əftə
fteb,ftəb
ebec,əbec
lley,lləy
rlad,rlad
lisd,lışd
sden,şdən
qayt,qayt
ayta,ayta
ytar,ytar
suse,susə
reqi,rəqi
eqib,əqib
pakd,pakd
akdi,akdı
yold,yold
olda,olda
Pasx,Pasx
asxa,asxa
sxan,sxan
rmir,rmir
mirs,mirs
ovul,ovul
vuls,vuls
ulsu,ulsu
nahi,nahı
ezed,əzəd
zedi,zədi
Sahi,Sahi
aska,aşka
Kesi,Kəsi
leyh,leyh
eyhi,eyhi
yhin,yhin
fitv,fitv
itva,itva
Audi,Audi
ayll,ayll
ylla,ylla
netd,nətd
Qedi,Qədi
dirz,dirz
irza,irza
rzad,rzad
20-d,20-d
0-de,0-də
Babe,Babə
abek,abək
Cehr,Cəhr
lhan,lhan
mogo,mogo
ogol,oğol
goll,göll
rdus,rdus
Selc,Səlc
elcu,əlcu
lcuk,lçuk
cukl,çukl
uklu,üklü
klud,klud
luda,luda
Osma,Osma
nli',nlı’
li'y,lı’y
i'ya,ı’ya
ilim,ilim
Kult,Kült
ultu,ultu
ltur,ltur
Sana,Sana
Sehm,Səhm
natd,natd
xalc,xalç
Sati,Satı
ciha,ciha
ihaz,ihaz
hazl,hazl
azla,azla
ziki,ziki
rkal,rkal
mode,mode
odel,odel
dell,dell
IMEI,İMEİ
dold,dold
urar,urar
Qayd,Qayd
onso,onso
nsol,nsol
soli,soli
olid,olid
orpe,örpə
rpen,rpən
peni,pəni
xird,xırd
Axis,Axıs
xisq,xısq
ahen,ahən
heng,həng
qtia,qtia
tiad,tiad
iadi,iadı
oruq,oruq
astl,astl
tlas,tlaş
qedi,qədi
nmur,nmur
rgis,rgis
gisi,gisi
Alem,Aləm
mema,mema
Tali,Talı
libo,lıbo
ibov,ibov
sale,sale
hliy,hliy
Pros,Pros
osed,osed
sedu,sedu
edur,edur
qigi,qığı
gilc,ğılc
lcim,lcım
ciml,çiml
Bisi,Bişi
kerb,kərb
erbu,erbu
rbur,rbur
cuva,çuva
uval,uval
vall,vall
skik,skik
nded,ndəd
17.2,17.2
glam,ğlam
Fone,Fone
sihe,sihə
ihet,ihət
lusa,luşa
atar,atar
suan,şuan
uani,uanı
nune,nünə
ydug,yduğ
16.0,16.0
6.06,6.06
.06.,.06.
06.2,06.2
6.20,6.20
Cenu,Cənu
nubi,nubi
ubiq,ubiq
biqa,biqa
iqaf,iqaf
qafq,qafq
fest,fest
stiv,stiv
tiva,tiva
Xore,Xore
oreq,oreq
reqr,reqr
kafe,kafe
afed,afed
fedr,fedr
edra,edra
dras,dras
lim-,lim-
im-x,im-x
m-xo,m-xo
-xor,-xor
prez,prez
teqa,təqa
audc,aüdç
udcu,üdçü
dcus,dçüs
Akif,Akif
12-1,12-1
2-14,2-14
016-,016-
16-c,16-c
Fest,Fest
Cont,Cont
onte,onte
ntem,ntem
temp,temp
empo,empo
mpor,mpor
pora,pora
orar,orar
rary,rary
chor,chor
hore,hörə
reog,reog
eogr,eogr
ogra,oğra
grap,grap
raph,raph
aphy,aphy
slub,slub
lubu,lubu
bale,bale
Demo,Demo
emok,emok
mokr,mokr
okra,okra
krat,krat
texr,təxr
exri,əxri
xrib,xrib
tibs,tibs
ibsa,ıbsa
sidu,şıdu
idur,ıdur
eifl,əifl
flem,fləm
stab,stab
labu,labü
abud,abüd
budd,budd
Neza,Nəza
nuzd,nüzd
